visit_grid,avg_ses_2403,avg_ses_1903
126061,32,49
126062,24,30
126063,40,46
126064,22,57
126065,54,48
126066,34,64
126067,34,49
126068,25,46
126069,48,63
126070,17,37
126071,28,38
126072,38,43
126073,24,26
126074,37,30
126075,28,28
126076,38,43
126077,28,22
126078,34,27
126079,23,36
126080,21,38
126081,50,25
126082,20,35
126083,10,33
126084,34,27
126085,34,24
126086,24,30
126087,38,24
126088,14,32
126089,23,33
126090,32,32
126091,26,38
126092,32,38
126093,36,52
126094,29,41
126614,44,33
126615,40,19
126616,25,33
126617,41,64
126618,38,43
126619,47,50
126620,44,31
126621,53,50
126622,25,10
126623,46,52
126624,29,28
126625,27,27
126626,51,37
126627,55,47
126628,29,37
126629,50,33
126630,41,48
126631,47,47
126632,21,54
126633,28,54
126634,37,45
126635,37,34
126636,33,59
126637,47,52
126638,42,49
126639,31,43
126640,41,16
126641,37,33
126642,23,49
126643,31,34
126644,23,22
126645,24,16
126646,23,22
126647,28,21
126648,36,26
126649,26,30
126650,31,34
126651,34,30
126652,41,33
126653,45,42
126654,36,33
126655,28,29
126656,28,40
126657,30,27
126658,29,32
126659,34,26
126660,29,28
126661,42,28
126662,39,30
126663,32,33
126664,34,30
126665,37,24
126666,32,34
126667,31,37
126668,37,31
126669,38,41
126670,36,36
126671,38,38
126672,42,39
126673,42,43
126674,41,37
126675,41,38
126676,45,40
126677,41,41
126678,45,39
126679,43,38
126680,46,37
126681,45,46
126682,50,45
126683,45,47
126684,42,45
126685,49,47
126686,42,40
126687,42,40
126688,42,43
126689,42,42
126690,41,46
126691,43,47
126692,47,43
126693,47,48
126694,47,48
126695,47,51
126696,50,48
126697,50,50
126698,49,45
126699,50,48
126700,46,45
126701,46,45
126702,44,45
126703,42,45
126704,47,43
126705,41,38
126706,41,40
126707,41,39
126708,46,47
126709,43,38
126710,41,40
126711,44,38
126712,39,38
126713,42,42
126714,46,45
126715,41,42
126716,41,40
126717,40,39
126718,43,41
126719,37,39
126720,42,44
126721,42,42
126722,41,45
126723,42,42
126724,42,46
126725,43,41
126726,41,44
126727,46,48
126728,44,38
126729,43,48
126730,47,39
126731,38,42
126732,46,36
126733,45,45
126734,43,40
126735,47,40
126736,47,42
126737,35,35
126738,35,39
126739,39,43
126740,32,45
126741,34,45
126742,32,41
126743,36,44
126744,26,16
126745,39,26
126746,47,36
126747,53,39
126748,44,36
126749,45,35
126750,32,25
126751,38,25
126752,39,39
126753,38,42
126754,40,50
126755,48,57
126756,45,38
126757,27,48
126758,40,52
126759,29,31
126760,35,42
126761,35,51
126762,31,35
126763,36,48
126764,34,43
126765,31,35
126766,33,35
126767,37,33
126768,40,33
126769,37,35
126770,28,33
126771,31,34
126772,32,36
126773,13,47
126774,48,43
126775,37,28
126776,37,35
126777,36,52
126778,20,41
126779,31,48
126780,34,49
126781,20,32
126782,24,53
126783,47,54
126784,27,64
126785,32,51
126786,28,60
126787,41,45
126788,30,24
126789,22,39
126790,24,22
126791,35,32
126792,30,32
126793,30,30
126794,37,38
126795,24,29
126796,26,33
126797,12,27
126798,22,39
126799,42,50
126800,26,20
126801,23,31
126802,15,49
126803,17,39
126804,37,32
126805,41,19
126806,40,28
126807,46,20
126808,18,53
127329,40,38
127330,42,34
127331,44,39
127332,49,48
127333,42,43
127334,55,39
127335,53,50
127336,47,35
127337,34,41
127338,32,44
127339,13,45
127340,29,37
127341,42,43
127342,43,29
127343,66,58
127344,38,59
127345,30,48
127346,42,50
127347,30,48
127348,42,36
127349,43,35
127350,50,31
127351,31,33
127352,44,36
127353,35,28
127354,49,43
127355,43,42
127356,26,37
127357,26,37
127358,28,38
127359,22,30
127360,22,25
127361,39,31
127362,33,28
127363,45,27
127364,29,33
127365,27,32
127366,45,35
127367,33,28
127368,36,35
127369,30,40
127370,36,35
127371,30,29
127372,35,29
127373,30,25
127374,34,27
127375,34,28
127376,43,34
127377,36,37
127378,37,31
127379,38,30
127380,37,31
127381,34,34
127382,36,35
127383,42,36
127384,35,34
127385,37,37
127386,38,41
127387,43,43
127388,45,37
127389,40,37
127390,34,40
127391,43,42
127392,50,42
127393,43,39
127394,42,41
127395,46,46
127396,46,42
127397,43,43
127398,47,46
127399,42,45
127400,44,42
127401,40,43
127402,42,41
127403,42,41
127404,43,41
127405,40,42
127406,46,46
127407,46,43
127408,45,45
127409,47,47
127410,44,48
127411,46,49
127412,47,49
127413,43,46
127414,47,43
127415,46,46
127416,46,47
127417,48,44
127418,42,45
127419,44,38
127420,45,40
127421,44,45
127422,41,40
127423,41,42
127424,41,41
127425,42,40
127426,40,38
127427,42,38
127428,47,41
127429,45,42
127430,42,43
127431,42,36
127432,42,37
127433,39,38
127434,42,39
127435,44,43
127436,45,43
127437,40,45
127438,43,42
127439,44,43
127440,43,40
127441,42,41
127442,45,44
127443,45,42
127444,44,46
127445,41,38
127446,36,38
127447,44,42
127448,40,45
127449,42,46
127450,37,35
127451,44,42
127452,38,39
127453,35,43
127454,33,38
127455,40,47
127456,36,44
127457,30,37
127458,33,41
127459,33,32
127460,52,46
127461,45,51
127462,46,40
127463,44,35
127464,34,34
127465,46,34
127466,40,31
127467,41,39
127468,40,47
127469,46,49
127470,40,41
127471,25,46
127472,50,42
127473,25,41
127474,33,49
127475,38,43
127476,37,48
127477,30,44
127478,38,42
127479,38,42
127480,39,44
127481,44,39
127482,55,26
127483,44,25
127484,38,37
127485,29,29
127486,35,39
127487,28,37
127488,37,27
127489,40,38
127490,37,38
127491,35,36
127492,28,45
127493,28,46
127494,40,52
127495,35,40
127496,32,52
127497,23,60
127498,28,68
127499,30,78
127500,32,33
127501,37,26
127502,30,26
127503,26,32
127504,26,32
127505,22,32
127506,38,31
127507,23,27
127508,39,34
127509,26,71
127510,29,29
127511,23,40
127512,21,31
127513,12,14
127514,18,21
127515,22,21
127516,7,27
127517,36,31
127518,37,23
127519,40,34
127520,33,31
127521,52,31
127522,35,23
127523,68,47
128044,40,29
128045,48,48
128046,33,32
128047,47,43
128048,20,47
128049,31,39
128050,54,40
128051,50,51
128052,47,46
128053,43,50
128054,41,30
128055,38,45
128056,38,43
128057,43,45
128058,35,40
128059,21,32
128060,33,37
128061,37,51
128062,34,20
128063,45,34
128064,41,27
128065,31,26
128066,36,29
128067,24,37
128068,38,31
128069,39,28
128070,32,36
128071,41,34
128072,36,38
128073,32,41
128074,27,33
128075,32,38
128076,38,32
128077,50,37
128078,38,35
128079,34,35
128080,39,40
128081,34,38
128082,28,38
128083,33,26
128084,36,32
128085,38,27
128086,34,34
128087,34,26
128088,29,29
128089,42,37
128090,26,37
128091,35,44
128092,39,36
128093,40,39
128094,43,38
128095,37,40
128096,40,31
128097,41,36
128098,39,39
128099,40,40
128100,41,41
128101,38,35
128102,44,40
128103,46,35
128104,40,35
128105,39,42
128106,41,42
128107,48,46
128108,42,46
128109,45,46
128110,47,43
128111,43,44
128112,45,45
128113,43,42
128114,42,43
128115,44,45
128116,42,44
128117,45,44
128118,45,43
128119,42,47
128120,47,45
128121,46,47
128122,44,48
128123,45,48
128124,48,47
128125,50,50
128126,47,48
128127,47,45
128128,44,44
128129,44,45
128130,49,45
128131,45,45
128132,43,42
128133,46,47
128134,51,48
128135,43,41
128136,37,38
128137,34,37
128138,39,42
128139,39,36
128140,43,39
128141,39,41
128142,46,45
128143,44,40
128144,46,38
128145,42,42
128146,43,43
128147,41,45
128148,45,45
128149,42,46
128150,42,43
128151,44,43
128152,49,46
128153,48,42
128154,44,49
128155,45,40
128156,41,41
128157,38,44
128158,43,45
128159,42,44
128160,50,41
128161,44,52
128162,41,55
128163,36,44
128164,42,30
128165,39,38
128166,37,40
128167,36,43
128168,31,42
128169,32,40
128170,39,34
128171,36,35
128172,28,35
128173,48,31
128174,46,38
128175,43,58
128176,41,30
128177,39,44
128178,41,34
128179,43,37
128180,39,38
128181,47,38
128182,32,42
128183,48,50
128184,30,47
128185,39,47
128186,40,36
128187,36,40
128188,40,30
128189,44,36
128190,36,34
128191,31,39
128192,45,46
128193,42,39
128194,41,42
128195,34,42
128196,41,35
128197,43,28
128198,36,53
128199,33,40
128200,40,41
128201,33,37
128202,23,40
128203,36,44
128204,34,41
128205,23,29
128206,43,30
128207,25,33
128208,36,51
128209,27,53
128210,16,56
128211,32,72
128212,34,55
128213,38,54
128214,35,43
128215,35,29
128216,29,23
128217,33,24
128218,30,40
128219,30,27
128220,19,34
128221,25,32
128222,28,23
128223,18,41
128224,31,36
128225,20,21
128226,21,24
128227,38,29
128228,24,31
128229,12,24
128230,22,19
128231,28,35
128232,40,29
128233,42,30
128234,43,36
128235,30,37
128236,35,24
128237,29,11
128238,30,27
128759,30,29
128760,49,46
128761,47,51
128762,22,27
128763,60,23
128764,43,30
128765,40,28
128766,46,45
128767,36,24
128768,54,42
128769,40,47
128770,39,44
128771,52,32
128772,41,80
128773,34,40
128774,33,36
128775,40,37
128776,23,24
128777,48,18
128778,46,27
128779,31,16
128780,41,59
128781,37,44
128782,36,35
128783,41,29
128784,12,29
128785,34,30
128786,40,29
128787,36,31
128788,38,38
128789,24,24
128790,37,18
128791,45,34
128792,40,39
128793,35,30
128794,32,38
128795,35,40
128796,37,35
128797,21,27
128798,37,41
128799,38,44
128800,40,37
128801,55,33
128802,41,31
128803,41,53
128804,30,40
128805,44,48
128806,47,39
128807,44,43
128808,35,38
128809,39,48
128810,42,42
128811,44,37
128812,40,45
128813,41,40
128814,44,39
128815,38,44
128816,42,40
128817,42,43
128818,44,32
128819,40,34
128820,40,50
128821,44,50
128822,46,52
128823,46,44
128824,45,48
128825,46,44
128826,45,45
128827,38,44
128828,44,45
128829,47,45
128830,47,51
128831,43,48
128832,42,41
128833,49,43
128834,47,43
128835,43,51
128836,48,50
128837,47,43
128838,49,46
128839,48,47
128840,45,50
128841,49,47
128842,47,46
128843,47,49
128844,48,46
128845,47,43
128846,46,47
128847,43,45
128848,52,44
128849,49,42
128850,40,45
128851,41,39
128852,40,36
128853,36,41
128854,46,37
128855,41,38
128856,50,41
128857,48,42
128858,48,40
128859,46,39
128860,41,46
128861,47,43
128862,51,45
128863,45,43
128864,47,44
128865,42,44
128866,47,44
128867,41,40
128868,41,44
128869,38,35
128870,44,43
128871,44,48
128872,47,44
128873,34,40
128874,42,35
128875,48,45
128876,43,39
128877,42,37
128878,34,27
128879,38,32
128880,41,35
128881,36,51
128882,38,43
128883,42,38
128884,39,38
128885,36,34
128886,43,31
128887,39,41
128888,37,36
128889,40,34
128890,44,44
128891,37,35
128892,42,42
128893,41,33
128894,33,40
128895,39,35
128896,36,43
128897,52,42
128898,49,44
128899,48,42
128900,48,30
128901,26,36
128902,34,33
128903,31,30
128904,43,37
128905,43,38
128906,37,34
128907,34,31
128908,41,32
128909,41,38
128910,44,31
128911,50,32
128912,53,33
128913,48,28
128914,59,32
128915,29,40
128916,37,38
128917,28,27
128918,35,33
128919,29,35
128920,36,55
128921,22,38
128922,31,63
128923,27,52
128924,32,67
128925,38,77
128926,32,88
128927,22,76
128928,33,55
128929,26,26
128930,29,32
128931,25,47
128932,28,23
128933,23,16
128934,45,33
128935,19,53
128936,32,51
128937,32,36
128938,21,28
128939,26,33
128940,19,30
128941,15,37
128942,21,21
128943,20,24
128944,17,28
128945,28,29
128946,34,28
128947,24,44
128948,19,36
128949,32,20
128950,30,30
128951,28,17
128952,24,33
129473,45,43
129474,45,55
129475,44,43
129476,32,29
129477,44,41
129478,57,24
129479,26,58
129480,30,41
129481,23,40
129482,21,30
129483,46,37
129484,34,51
129485,43,32
129486,36,44
129487,31,65
129488,30,41
129489,32,33
129490,32,33
129491,35,29
129492,52,41
129493,39,25
129494,37,46
129495,39,58
129496,34,34
129497,44,32
129498,33,30
129499,43,16
129500,36,29
129501,30,41
129502,37,28
129503,33,36
129504,24,14
129505,30,38
129506,34,37
129507,27,37
129508,23,35
129509,30,37
129510,31,35
129511,39,36
129512,35,37
129513,31,33
129514,46,39
129515,35,39
129516,50,35
129517,43,44
129518,51,44
129519,43,42
129520,45,40
129521,43,36
129522,42,35
129523,43,37
129524,41,41
129525,53,37
129526,39,46
129527,39,41
129528,41,40
129529,40,43
129530,46,45
129531,43,44
129532,40,44
129533,41,46
129534,48,48
129535,47,45
129536,47,44
129537,50,45
129538,51,45
129539,46,43
129540,43,45
129541,45,43
129542,45,49
129543,47,52
129544,48,49
129545,47,47
129546,52,51
129547,49,47
129548,51,47
129549,43,43
129550,46,43
129551,53,40
129552,52,46
129553,48,47
129554,45,50
129555,47,44
129556,44,49
129557,50,48
129558,48,42
129559,47,40
129560,48,44
129561,49,44
129562,52,44
129563,47,43
129564,44,45
129565,38,42
129566,40,38
129567,43,42
129568,43,41
129569,44,38
129570,49,42
129571,50,41
129572,45,41
129573,46,40
129574,47,43
129575,46,43
129576,42,45
129577,47,44
129578,46,44
129579,46,44
129580,49,45
129581,46,50
129582,50,43
129583,47,43
129584,43,40
129585,45,42
129586,42,44
129587,49,43
129588,53,43
129589,42,47
129590,37,34
129591,43,34
129592,43,36
129593,40,38
129594,47,35
129595,39,41
129596,40,41
129597,43,36
129598,39,31
129599,44,33
129600,41,30
129601,43,31
129602,43,38
129603,45,39
129604,48,47
129605,45,29
129606,36,40
129607,41,45
129608,44,42
129609,44,40
129610,47,50
129611,45,43
129612,50,46
129613,40,44
129614,55,37
129615,35,39
129616,31,41
129617,36,33
129618,38,38
129619,49,43
129620,41,28
129621,30,29
129622,41,38
129623,40,43
129624,54,39
129625,50,39
129626,42,35
129627,34,32
129628,25,46
129629,28,29
129630,37,30
129631,25,45
129632,42,42
129633,35,38
129634,28,39
129635,33,46
129636,21,45
129637,22,55
129638,28,38
129639,27,32
129640,35,47
129641,25,70
129642,30,47
129643,30,29
129644,45,24
129645,39,24
129646,17,36
129647,45,32
129648,34,24
129649,37,29
129650,40,20
129651,13,34
129652,22,29
129653,18,26
129654,17,38
129655,27,32
129656,26,22
129657,20,19
129658,17,31
129659,16,29
129660,30,36
129661,30,44
129662,46,39
129663,28,34
129664,20,28
129665,35,31
129666,25,23
129667,35,24
130188,23,39
130189,39,30
130190,42,36
130191,41,42
130192,19,40
130193,34,49
130194,37,28
130195,25,47
130196,19,42
130197,18,41
130198,17,35
130199,50,63
130200,47,13
130201,34,60
130202,33,63
130203,52,37
130204,43,28
130205,35,22
130206,53,32
130207,40,26
130208,35,42
130209,47,34
130210,22,39
130211,38,32
130212,30,23
130213,40,35
130214,28,37
130215,22,17
130216,27,25
130217,42,29
130218,32,21
130219,36,32
130220,34,40
130221,39,38
130222,21,51
130223,31,31
130224,35,26
130225,37,32
130226,37,30
130227,32,34
130228,41,42
130229,30,35
130230,30,26
130231,42,35
130232,42,35
130233,43,34
130234,43,39
130235,44,34
130236,47,40
130237,43,36
130238,47,44
130239,47,39
130240,41,44
130241,45,41
130242,38,44
130243,42,46
130244,43,43
130245,49,53
130246,50,51
130247,43,44
130248,46,44
130249,43,43
130250,43,42
130251,40,42
130252,46,40
130253,46,42
130254,47,35
130255,44,43
130256,47,49
130257,51,52
130258,51,44
130259,54,50
130260,51,48
130261,50,59
130262,50,54
130263,44,46
130264,45,43
130265,48,47
130266,52,45
130267,50,45
130268,44,45
130269,42,41
130270,46,47
130271,47,45
130272,47,45
130273,44,44
130274,39,42
130275,41,47
130276,46,42
130277,44,45
130278,39,44
130279,40,41
130280,42,39
130281,45,44
130282,42,43
130283,50,43
130284,47,44
130285,50,44
130286,47,43
130287,44,41
130288,44,40
130289,45,43
130290,38,41
130291,48,45
130292,46,43
130293,43,41
130294,47,46
130295,49,47
130296,45,43
130297,43,45
130298,40,41
130299,42,40
130300,43,42
130301,43,46
130302,45,45
130303,40,41
130304,35,38
130305,33,38
130306,42,39
130307,42,40
130308,44,39
130309,35,43
130310,39,42
130311,42,39
130312,41,46
130313,45,42
130314,42,46
130315,42,34
130316,49,32
130317,48,46
130318,49,43
130319,47,33
130320,46,35
130321,43,33
130322,36,46
130323,44,42
130324,50,42
130325,59,51
130326,54,43
130327,45,29
130328,44,27
130329,46,28
130330,31,35
130331,34,42
130332,42,44
130333,41,44
130334,42,38
130335,45,32
130336,37,41
130337,40,42
130338,37,33
130339,40,27
130340,47,38
130341,32,37
130342,45,42
130343,39,29
130344,45,47
130345,28,30
130346,34,38
130347,33,33
130348,44,45
130349,27,58
130350,39,47
130351,39,66
130352,40,39
130353,38,27
130354,36,30
130355,29,38
130356,18,53
130357,19,58
130358,26,36
130359,38,17
130360,47,26
130361,26,40
130362,20,28
130363,31,29
130364,37,26
130365,27,24
130366,16,26
130367,15,25
130368,16,21
130369,16,26
130370,21,23
130371,19,35
130372,20,40
130373,20,39
130374,17,42
130375,23,47
130376,28,47
130377,28,43
130378,36,40
130379,32,21
130380,30,63
130381,23,25
130903,27,36
130904,37,54
130905,31,27
130906,33,58
130907,60,38
130908,54,48
130909,57,30
130910,65,32
130911,45,29
130912,40,40
130913,30,52
130914,51,53
130915,55,57
130916,55,54
130917,54,53
130918,49,37
130919,49,50
