visit_grid,ses2,distance
187411,1,18714
187411,2,12467
187411,3,9346
187411,4,12065
187412,1,19401
187412,2,13879
187412,3,10146
187412,4,12224
187413,1,18941
187413,2,13131
187413,3,10106
187413,4,12305
187414,1,19940
187414,2,14740
187414,3,10676
187414,4,12584
187415,1,18342
187415,2,12275
187415,3,9501
187415,4,12327
187416,1,19017
187416,2,13451
187416,3,10018
187416,4,12179
187417,1,17663
187417,2,12582
187417,3,9577
187417,4,12107
187418,1,16612
187418,2,9679
187418,3,8567
187418,4,11417
187419,1,17445
187419,2,9761
187419,3,8019
187419,4,11814
187420,1,17888
187420,2,9604
187420,3,8560
187420,4,12796
187421,1,19322
187421,2,11374
187421,3,9151
187421,4,12140
187422,1,19625
187422,2,13097
187422,3,9497
187422,4,12289
187423,1,19953
187423,2,12085
187423,3,11090
187423,4,12442
187424,1,18740
187424,2,12086
187424,3,10474
187424,4,12707
187425,1,18338
187425,2,13829
187425,3,11627
187425,4,13592
187426,1,18442
187426,2,11945
187426,3,9854
187426,4,12985
187427,1,17401
187427,2,13105
187427,3,11141
187427,4,13214
187428,1,18416
187428,2,13045
187428,3,10461
187428,4,13778
187429,1,18049
187429,2,13622
187429,3,11841
187429,4,14777
187430,1,20559
187430,2,15544
187430,3,12233
187430,4,14613
187431,1,21123
187431,2,15092
187431,3,12779
187431,4,14695
187432,1,19150
187432,2,14887
187432,3,12564
187432,4,14765
187433,1,18649
187433,2,15206
187433,3,13015
187433,4,15263
187434,1,19090
187434,2,15048
187434,3,13274
187434,4,15258
187435,1,19732
187435,2,15705
187435,3,13332
187435,4,15673
187436,1,21476
187436,2,18005
187436,3,15482
187436,4,16549
187437,1,19648
187437,2,16083
187437,3,13742
187437,4,15662
187438,1,19278
187438,2,15403
187438,3,13653
187438,4,15877
187439,1,19420
187439,2,15602
187439,3,13796
187439,4,16050
187440,1,18586
187440,2,15153
187440,3,13788
187440,4,15802
187441,1,17527
187441,2,15147
187441,3,13309
187441,4,15942
187442,1,17731
187442,2,15672
187442,3,13893
187442,4,15634
187443,1,18977
187443,2,15951
187443,3,13825
187443,4,16286
187444,1,18365
187444,2,15341
187444,3,14312
187444,4,17021
187445,1,18739
187445,2,15827
187445,3,14324
187445,4,16673
187446,1,19950
187446,2,15827
187446,3,14987
187446,4,16928
187447,1,19646
187447,2,16733
187447,3,14093
187447,4,17419
187448,1,20403
187448,2,17004
187448,3,15918
187448,4,17579
187449,1,21303
187449,2,17669
187449,3,16242
187449,4,18092
187450,1,20861
187450,2,17146
187450,3,15669
187450,4,17969
187451,1,19430
187451,2,17344
187451,3,16230
187451,4,18521
187452,1,19222
187452,2,17226
187452,3,16320
187452,4,18817
187453,1,18336
187453,2,17573
187453,3,17078
187453,4,19449
187454,1,17327
187454,2,16632
187454,3,16526
187454,4,18452
187455,1,17960
187455,2,17149
187455,3,16621
187455,4,19784
187456,1,20018
187456,2,17753
187456,3,16490
187456,4,20035
187457,1,18508
187457,2,17431
187457,3,16991
187457,4,18929
187458,1,19534
187458,2,16950
187458,3,17700
187458,4,19440
187459,1,17916
187459,2,19020
187459,3,17348
187459,4,20175
187460,1,16536
187460,2,17459
187460,3,18266
187460,4,20674
187461,1,16966
187461,2,18627
187461,3,18121
187461,4,20713
187462,1,18444
187462,2,18731
187462,3,19402
187462,4,20360
187463,1,16763
187463,2,19127
187463,3,19416
187463,4,21300
187464,1,18490
187464,2,20300
187464,3,18810
187464,4,20525
187465,1,17740
187465,2,18210
187465,3,19916
187465,4,21918
187466,1,20253
187466,2,19816
187466,3,20656
187466,4,21833
187467,1,20021
187467,2,20957
187467,3,19719
187467,4,22114
187468,1,18854
187468,2,20761
187468,3,19275
187468,4,23107
187469,1,20744
187469,2,20635
187469,3,21441
187469,4,23094
187470,1,18823
187470,2,21476
187470,3,21121
187470,4,23576
187471,1,19711
187471,2,21573
187471,3,20321
187471,4,22657
187472,1,19560
187472,2,21823
187472,3,21613
187472,4,24497
187473,1,18817
187473,2,23491
187473,3,21687
187473,4,24236
187474,1,19225
187474,2,21923
187474,3,21140
187474,4,24801
187475,1,19475
187475,2,22308
187475,3,22114
187475,4,25334
187476,1,17906
187476,2,22148
187476,3,23030
187476,4,25249
187477,1,21091
187477,2,21768
187477,3,22667
187477,4,24912
187478,1,21388
187478,2,23085
187478,3,22750
187478,4,25141
187479,1,20262
187479,2,22049
187479,3,21674
187479,4,25934
187480,1,18563
187480,2,22224
187480,3,22258
187480,4,25069
187481,1,22182
187481,2,22609
187481,3,23312
187481,4,26218
187482,1,19442
187482,2,23587
187482,3,23275
187482,4,25089
187483,1,20100
187483,2,22189
187483,3,23570
187483,4,25926
187484,1,18245
187484,2,21481
187484,3,23185
187484,4,27326
187485,1,19908
187485,2,21871
187485,3,23808
187485,4,26642
187486,1,17252
187486,2,22194
187486,3,23433
187486,4,26752
187487,1,20701
187487,2,22952
187487,3,24363
187487,4,27035
187488,1,20219
187488,2,21456
187488,3,22941
187488,4,27081
187489,1,18610
187489,2,22900
187489,3,24533
187489,4,27449
187490,1,18108
187490,2,22971
187490,3,24315
187490,4,27111
188014,1,28289
188014,2,25344
188014,3,18585
188014,4,25023
188015,1,25559
188015,2,24686
188015,3,24872
188015,4,23057
188016,1,21313
188016,2,21774
188016,3,21620
188016,4,23259
188017,1,22137
188017,2,23689
188017,3,20493
188017,4,19620
188018,1,22453
188018,2,24787
188018,3,32184
188018,4,21727
188019,1,20233
188019,2,17066
188019,3,18410
188019,4,21785
188020,1,31559
188020,2,18751
188020,3,14826
188021,1,22618
188021,2,14578
188021,3,28368
188021,4,20341
188022,1,26999
188022,2,25073
188022,3,23614
188022,4,22471
188023,1,28735
188023,2,38587
188023,3,27244
188023,4,20583
188024,1,20836
188024,2,22867
188024,3,26476
188024,4,21400
188025,1,13920
188025,2,24195
188025,3,18534
188025,4,22203
188026,1,32715
188026,2,5753
188026,3,18018
188026,4,20730
188027,1,28212
188027,2,2698
188027,3,21599
188027,4,17895
188028,1,19218
188028,2,20071
188028,3,22291
188028,4,20726
188029,1,32383
188029,2,22378
188029,3,20398
188029,4,20638
188030,1,27231
188030,2,25562
188030,3,19782
188030,4,21706
188031,1,27038
188031,2,26475
188031,3,21639
188031,4,20684
188032,1,25466
188032,2,25067
188032,3,20339
188032,4,20737
188033,1,29197
188033,2,22502
188033,3,20781
188033,4,19280
188034,1,24700
188034,2,21372
188034,3,18469
188034,4,19714
188035,1,29195
188035,2,18920
188035,3,18342
188035,4,19692
188036,1,25969
188036,2,19722
188036,3,16459
188036,4,19345
188037,1,20547
188037,2,17993
188037,3,16178
188037,4,18650
188038,1,25716
188038,2,20868
188038,3,17529
188038,4,17992
188039,1,24299
188039,2,19607
188039,3,16649
188039,4,18159
188040,1,25348
188040,2,18190
188040,3,17040
188040,4,17235
188041,1,22217
188041,2,18316
188041,3,16985
188041,4,16874
188042,1,25616
188042,2,16887
188042,3,16791
188042,4,16373
188043,1,28737
188043,2,19145
188043,3,16759
188043,4,16546
188044,1,25778
188044,2,19143
188044,3,16971
188044,4,16689
188045,1,23814
188045,2,19370
188045,3,15488
188045,4,15788
188046,1,24530
188046,2,19574
188046,3,15996
188046,4,16683
188047,1,24917
188047,2,16309
188047,3,15811
188047,4,15741
188048,1,23530
188048,2,19671
188048,3,15843
188048,4,15846
188049,1,23600
188049,2,20310
188049,3,15219
188049,4,15722
188050,1,23967
188050,2,19638
188050,3,15239
188050,4,15619
188051,1,25152
188051,2,19461
188051,3,15202
188051,4,15122
188052,1,25267
188052,2,21189
188052,3,16374
188052,4,15438
188053,1,23956
188053,2,18982
188053,3,14860
188053,4,14404
188054,1,22235
188054,2,18623
188054,3,13717
188054,4,14319
188055,1,21514
188055,2,16481
188055,3,13745
188055,4,14122
188056,1,23907
188056,2,15994
188056,3,13918
188056,4,13589
188057,1,21939
188057,2,16030
188057,3,12245
188057,4,14206
188058,1,23307
188058,2,16253
188058,3,12785
188058,4,13498
188059,1,22054
188059,2,17429
188059,3,13024
188059,4,12501
188060,1,19846
188060,2,15997
188060,3,12120
188060,4,13561
188061,1,21231
188061,2,16836
188061,3,11554
188061,4,13227
188062,1,30987
188062,2,22205
188062,3,14086
188062,4,13977
188063,1,24731
188063,2,18389
188063,3,12068
188063,4,12359
188064,1,23692
188064,2,17067
188064,3,13126
188064,4,12707
188065,1,22747
188065,2,17847
188065,3,13075
188065,4,12960
188066,1,23320
188066,2,18727
188066,3,13118
188066,4,13579
188067,1,23586
188067,2,18806
188067,3,13123
188067,4,13026
188068,1,22769
188068,2,18444
188068,3,13247
188068,4,13248
188069,1,22886
188069,2,17825
188069,3,12476
188069,4,12851
188070,1,23186
188070,2,17037
188070,3,11384
188070,4,11838
188071,1,24532
188071,2,17445
188071,3,11809
188071,4,11538
188072,1,21665
188072,2,16242
188072,3,10909
188072,4,11789
188073,1,21286
188073,2,16807
188073,3,10897
188073,4,12081
188074,1,22190
188074,2,16143
188074,3,11683
188074,4,12021
188075,1,20523
188075,2,16002
188075,3,10446
188075,4,11197
188076,1,22575
188076,2,16960
188076,3,11412
188076,4,11506
188077,1,21199
188077,2,15863
188077,3,10609
188077,4,11148
188078,1,21327
188078,2,15504
188078,3,9821
188078,4,10591
188079,1,21543
188079,2,14920
188079,3,10236
188079,4,10756
188080,1,19862
188080,2,13740
188080,3,9572
188080,4,10349
188081,1,20243
188081,2,15411
188081,3,9296
188081,4,10258
188082,1,22933
188082,2,17597
188082,3,12165
188082,4,11982
188083,1,24365
188083,2,18490
188083,3,12635
188083,4,12194
188084,1,23386
188084,2,17930
188084,3,12333
188084,4,12107
188085,1,23393
188085,2,17888
188085,3,12265
188085,4,11857
188086,1,22063
188086,2,16967
188086,3,11553
188086,4,11539
188087,1,20844
188087,2,16188
188087,3,10870
188087,4,11108
188088,1,18687
188088,2,14663
188088,3,9931
188088,4,10704
188089,1,19216
188089,2,15211
188089,3,10025
188089,4,10616
188090,1,20407
188090,2,15711
188090,3,10848
188090,4,11288
188091,1,23176
188091,2,17591
188091,3,12153
188091,4,12005
188092,1,23350
188092,2,17702
188092,3,11959
188092,4,11904
188093,1,23005
188093,2,17275
188093,3,11475
188093,4,11481
188094,1,20844
188094,2,15869
188094,3,10268
188094,4,10934
188095,1,21861
188095,2,16129
188095,3,10901
188095,4,11203
188096,1,22298
188096,2,16384
188096,3,10827
188096,4,11369
188097,1,21098
188097,2,15930
188097,3,10391
188097,4,11392
188098,1,20862
188098,2,15515
188098,3,9985
188098,4,11010
188099,1,19633
188099,2,14823
188099,3,9434
188099,4,10850
188100,1,19528
188100,2,14416
188100,3,9479
188100,4,10833
188101,1,20731
188101,2,15359
188101,3,10216
188101,4,11178
188102,1,19594
188102,2,14314
188102,3,9344
188102,4,10793
188103,1,19469
188103,2,13833
188103,3,9185
188103,4,10586
188104,1,18776
188104,2,14811
188104,3,9460
188104,4,11021
188105,1,16951
188105,2,13541
188105,3,8431
188105,4,10767
188106,1,15006
188106,2,9836
188106,3,7839
188106,4,10154
188107,1,13976
188107,2,9786
188107,3,6991
188107,4,11107
188108,1,15849
188108,2,10029
188108,3,7502
188108,4,10503
188109,1,13874
188109,2,10426
188109,3,7297
188109,4,10601
188110,1,12191
188110,2,9354
188110,3,6531
188110,4,10636
188111,1,15738
188111,2,7232
188111,3,7445
188111,4,10564
188112,1,13300
188112,2,10550
188112,3,7839
188112,4,10278
188113,1,15335
188113,2,11244
188113,3,8605
188113,4,11124
188114,1,16271
188114,2,12886
188114,3,9355
188114,4,11453
188115,1,17253
188115,2,12921
188115,3,8890
188115,4,11575
188116,1,17232
188116,2,12142
188116,3,8969
188116,4,11663
188117,1,18585
188117,2,13111
188117,3,9295
188117,4,11413
188118,1,18772
188118,2,13939
188118,3,9991
188118,4,11649
188119,1,20875
188119,2,16054
188119,3,11127
188119,4,12276
188120,1,22323
188120,2,16601
188120,3,12017
188120,4,12629
188121,1,20717
188121,2,15795
188121,3,11261
188121,4,12452
188122,1,21215
188122,2,15661
188122,3,11493
188122,4,12539
188123,1,19055
188123,2,14732
188123,3,10537
188123,4,12186
188124,1,19713
188124,2,13921
188124,3,10639
188124,4,12258
188125,1,19439
188125,2,13513
188125,3,9842
188125,4,12084
188126,1,18176
188126,2,13331
188126,3,10049
188126,4,12474
188127,1,19465
188127,2,14504
188127,3,10468
188127,4,12593
188128,1,17906
188128,2,13184
188128,3,10007
188128,4,12822
188129,1,18814
188129,2,10940
188129,3,9237
188129,4,12267
188130,1,15920
188130,2,11578
188130,3,8418
188130,4,11883
188131,1,18302
188131,2,13487
188131,3,10418
188131,4,12653
188132,1,17016
188132,2,10802
188132,3,8504
188132,4,11580
188133,1,17182
188133,2,11167
188133,3,9340
188133,4,11972
188134,1,16877
188134,2,11015
188134,3,8993
188134,4,13528
188135,1,19311
188135,2,10227
188135,3,9562
188135,4,12501
188136,1,20172
188136,2,12164
188136,3,9554
188136,4,12547
188137,1,17721
188137,2,10527
188137,3,10008
188137,4,12888
188138,1,20003
188138,2,12398
188138,3,10078
188138,4,13072
188139,1,19280
188139,2,13082
188139,3,10307
188139,4,13980
188140,1,17659
188140,2,12493
188140,3,10787
188140,4,13654
188141,1,18132
188141,2,11484
188141,3,11553
188141,4,13502
188142,1,19220
188142,2,12708
188142,3,10864
188142,4,13645
188143,1,19972
188143,2,12686
188143,3,11277
188143,4,13299
188144,1,20237
188144,2,15352
188144,3,12639
188144,4,14704
188145,1,20706
188145,2,14926
188145,3,12235
188145,4,15080
188146,1,20362
188146,2,15420
188146,3,12787
188146,4,15077
188147,1,18033
188147,2,15146
188147,3,12095
188147,4,14643
188148,1,18525
188148,2,14326
188148,3,12143
188148,4,14825
188149,1,18984
188149,2,14781
188149,3,12834
188149,4,15535
188150,1,19794
188150,2,16341
188150,3,14016
188150,4,15791
188151,1,18753
188151,2,15634
188151,3,13836
188151,4,15776
188152,1,18582
188152,2,15738
188152,3,13826
188152,4,15872
188153,1,18199
188153,2,15138
188153,3,14345
188153,4,16045
188154,1,18883
188154,2,15148
188154,3,13410
188154,4,15943
188155,1,17556
188155,2,14353
188155,3,13887
188155,4,16000
188156,1,17352
188156,2,14388
188156,3,13436
188156,4,16038
188157,1,17819
188157,2,15093
188157,3,14027
188157,4,15925
188158,1,18479
188158,2,14482
188158,3,14092
188158,4,16396
188159,1,18333
188159,2,15018
188159,3,14573
188159,4,16575
188160,1,18820
188160,2,15944
188160,3,14956
188160,4,16974
188161,1,19962
188161,2,16944
188161,3,15313
188161,4,17691
188162,1,20178
188162,2,16760
188162,3,15448
188162,4,17904
188163,1,19220
188163,2,16634
188163,3,15000
188163,4,17969
188164,1,18730
188164,2,15278
188164,3,15031
188164,4,18680
188165,1,21206
188165,2,16990
188165,3,15865
188165,4,18860
188166,1,19166
188166,2,16397
188166,3,16403
188166,4,18643
188167,1,17503
188167,2,17161
188167,3,15288
188167,4,18529
188168,1,18450
188168,2,16713
188168,3,15971
188168,4,18781
188169,1,17443
188169,2,16610
188169,3,15964
188169,4,18132
188170,1,18610
188170,2,16080
188170,3,15905
188170,4,18970
188171,1,18062
188171,2,18039
188171,3,17223
188171,4,19812
188172,1,16781
188172,2,17958
188172,3,16958
188172,4,19260
188173,1,17805
188173,2,17644
188173,3,17244
188173,4,20366
188174,1,16694
188174,2,19330
188174,3,17351
188174,4,21580
188175,1,17477
188175,2,18394
188175,3,18361
188175,4,21305
188176,1,18243
188176,2,18300
188176,3,18154
188176,4,22148
188177,1,14893
188177,2,19620
188177,3,18252
188177,4,22044
188178,1,16785
188178,2,19817
188178,3,18196
188178,4,22875
188179,1,17385
188179,2,19725
188179,3,18850
188179,4,22545
188180,1,18784
188180,2,20241
188180,3,20092
188180,4,22059
188181,1,18220
188181,2,19857
188181,3,19633
188181,4,21813
188182,1,19866
188182,2,20523
188182,3,20809
188182,4,21952
188183,1,20013
188183,2,22843
188183,3,20216
188183,4,23722
188184,1,20276
188184,2,20324
188184,3,21338
188184,4,24854
188185,1,19518
188185,2,22661
188185,3,21234
188185,4,23714
188186,1,23586
188186,2,21863
188186,3,21750
188186,4,24000
188187,1,21265
188187,2,22401
188187,3,21985
188187,4,23808
188188,1,17940
188188,2,22940
188188,3,20371
188188,4,25214
188189,1,19406
188189,2,22440
188189,3,22904
188189,4,25408
188190,1,18409
188190,2,23216
188190,3,23229
188190,4,25559
188191,1,19248
188191,2,20006
188191,3,21923
188191,4,25198
188192,1,16838
188192,2,20714
188192,3,22987
188192,4,25602
188193,1,16620
188193,2,23643
188193,3,21795
188193,4,26625
188194,1,21261
188194,2,23155
188194,3,23521
188194,4,25543
188195,1,19711
188195,2,23010
188195,3,23769
188195,4,25914
188196,1,18741
188196,2,21759
188196,3,22356
188196,4,25910
188197,1,18267
188197,2,22792
188197,3,24050
188197,4,26547
188198,1,20751
188198,2,23036
188198,3,23173
188198,4,27086
188199,1,19379
188199,2,24802
188199,3,23031
188199,4,25827
188200,1,21678
188200,2,22405
188200,3,23286
188200,4,26003
188201,1,20182
188201,2,24349
188201,3,24569
188201,4,27147
188202,1,20980
188202,2,21959
188202,3,24139
188202,4,26846
188203,1,20422
188203,2,23363
188203,3,23640
188203,4,27844
188204,1,20329
188204,2,22699
188204,3,23712
188204,4,28591
188729,1,20223
188729,2,24866
188729,3,23420
188729,4,22731
188730,1,23304
188730,2,24236
188730,3,22386
188730,4,22071
188731,1,25862
188731,2,17920
188731,3,23616
188731,4,20969
188732,1,23550
188732,2,26473
188732,3,25605
188732,4,28522
188733,1,25186
188733,2,27815
188733,3,22262
188733,4,18852
188734,1,16669
188734,2,27484
188734,3,25294
188734,4,24165
188735,1,30821
188735,2,12112
188735,3,25185
188735,4,21332
188736,1,32565
188736,2,5254
188736,3,26993
188736,4,26466
188737,1,23160
188737,2,23364
188737,3,24415
188737,4,28333
188738,1,31500
188738,2,19329
188738,3,21460
188738,4,22657
188739,1,16883
188739,2,17409
188739,3,15243
188739,4,22474
188740,1,22738
188740,2,13822
188740,3,24696
188740,4,23842
188741,1,22052
188741,2,31893
188741,3,19497
188741,4,16498
188742,1,28264
188742,2,23601
188742,3,24245
188742,4,20134
188743,1,28561
188743,2,26215
188743,3,21592
188743,4,21381
188744,1,29142
188744,2,25231
188744,3,21352
188744,4,20651
188745,1,27078
188745,2,24891
188745,3,21132
188745,4,20582
188746,1,26129
188746,2,25546
188746,3,20947
188746,4,20296
188747,1,27470
188747,2,24597
188747,3,19484
188747,4,20523
188748,1,28744
188748,2,22087
188748,3,20249
188748,4,19384
188749,1,27623
188749,2,20985
188749,3,18840
188749,4,19364
188750,1,25134
188750,2,20431
188750,3,18206
188750,4,19348
188751,1,26531
188751,2,16930
188751,3,17513
188751,4,17128
188752,1,25396
188752,2,19617
188752,3,17447
188752,4,17634
188753,1,27062
188753,2,21192
188753,3,17903
188753,4,18061
188754,1,25542
188754,2,18504
188754,3,16740
188754,4,17158
188755,1,26631
188755,2,19372
188755,3,16614
188755,4,16259
188756,1,26170
188756,2,20781
188756,3,17526
188756,4,16975
188757,1,25060
188757,2,20658
188757,3,17475
188757,4,16414
188758,1,24744
188758,2,18991
188758,3,15744
188758,4,16177
188759,1,23038
188759,2,17961
188759,3,16118
188759,4,15866
188760,1,24390
188760,2,18538
188760,3,15689
188760,4,16441
188761,1,23305
188761,2,17933
188761,3,15831
188761,4,15954
188762,1,25911
188762,2,21456
188762,3,16917
188762,4,16506
188763,1,24066
188763,2,19270
188763,3,15274
188763,4,15498
188764,1,22679
188764,2,18434
188764,3,14461
188764,4,15090
188765,1,23399
188765,2,18534
188765,3,14839
188765,4,14705
188766,1,23105
188766,2,18514
188766,3,14279
188766,4,14522
188767,1,23262
188767,2,18254
188767,3,13851
188767,4,14470
188768,1,21249
188768,2,17253
188768,3,12758
188768,4,13106
188769,1,22646
188769,2,17209
188769,3,12843
188769,4,13886
188770,1,24734
188770,2,16131
188770,3,12506
188770,4,14304
188771,1,20400
188771,2,16291
188771,3,12323
188771,4,12569
188772,1,19964
188772,2,15724
188772,3,11731
188772,4,12119
188773,1,25014
188773,2,16250
188773,3,10995
188773,4,13946
188774,1,21903
188774,2,16261
188774,3,11608
188774,4,12972
188775,1,24933
188775,2,17000
188775,3,12322
188775,4,12679
188776,1,23553
188776,2,16358
188776,3,11505
188776,4,11492
188777,1,23008
188777,2,17046
188777,3,12847
188777,4,12779
188778,1,22184
188778,2,18828
188778,3,13361
188778,4,13514
188779,1,23656
188779,2,19069
188779,3,13920
188779,4,14186
188780,1,23708
188780,2,18531
188780,3,13759
188780,4,13758
188781,1,23007
188781,2,18633
188781,3,13706
188781,4,13227
188782,1,23671
188782,2,18830
188782,3,13214
188782,4,13191
188783,1,22521
188783,2,18436
188783,3,12845
188783,4,13231
188784,1,22834
188784,2,17769
188784,3,12704
188784,4,12926
188785,1,23697
188785,2,19338
188785,3,14229
188785,4,13601
188786,1,22580
188786,2,16592
188786,3,11926
188786,4,12359
188787,1,21477
188787,2,15662
188787,3,10980
188787,4,12165
188788,1,21403
188788,2,16365
188788,3,10336
188788,4,11587
188789,1,20258
188789,2,15557
188789,3,9674
188789,4,11444
188790,1,22340
188790,2,17026
188790,3,12137
188790,4,11812
188791,1,23615
188791,2,17978
188791,3,12600
188791,4,12314
188792,1,21465
188792,2,16878
188792,3,11494
188792,4,11164
188793,1,21619
188793,2,15334
188793,3,10692
188793,4,11048
188794,1,21998
188794,2,16681
188794,3,11362
188794,4,11761
188795,1,22167
188795,2,16731
188795,3,11481
188795,4,11629
188796,1,22197
188796,2,17585
188796,3,12290
188796,4,12017
188797,1,23159
188797,2,17724
188797,3,12088
188797,4,12134
188798,1,24215
188798,2,18644
188798,3,12900
188798,4,12549
188799,1,24955
188799,2,18765
188799,3,13207
188799,4,12790
188800,1,20348
188800,2,16215
188800,3,11028
188800,4,11484
188801,1,19522
188801,2,15185
188801,3,9751
188801,4,10830
188802,1,19586
188802,2,14448
188802,3,9371
188802,4,10738
188803,1,19211
188803,2,13760
188803,3,8814
188803,4,10230
188804,1,21904
188804,2,16645
188804,3,11426
188804,4,11701
188805,1,22356
188805,2,17494
188805,3,11889
188805,4,11780
188806,1,21251
188806,2,16283
188806,3,10765
188806,4,11232
188807,1,18644
188807,2,14271
188807,3,9544
188807,4,10639
188808,1,18503
188808,2,14740
188808,3,9148
188808,4,10567
188809,1,20592
188809,2,15787
188809,3,10065
188809,4,10903
188810,1,21925
188810,2,16574
188810,3,11470
188810,4,11791
188811,1,20824
188811,2,15915
188811,3,10597
188811,4,11377
188812,1,20194
188812,2,14739
188812,3,9526
188812,4,10865
188813,1,19145
188813,2,14384
188813,3,8970
188813,4,10798
188814,1,19049
188814,2,14322
188814,3,9976
188814,4,11028
188815,1,21045
188815,2,16089
188815,3,11069
188815,4,11708
188816,1,19331
188816,2,14599
188816,3,9551
188816,4,11338
188817,1,19429
188817,2,14913
188817,3,9958
188817,4,11257
188818,1,18621
188818,2,14599
188818,3,9223
188818,4,11222
188819,1,14254
188819,2,10509
188819,3,7108
188819,4,10804
188820,1,12101
188820,2,8569
188820,3,7511
188820,4,10446
188821,1,14404
188821,2,8952
188821,3,6210
188821,4,10761
188822,1,11731
188822,2,8623
188822,3,5986
188822,4,10890
188823,1,15384
188823,2,8059
188823,3,6966
188823,4,10088
188824,1,11399
188824,2,8851
188824,3,6471
188824,4,9523
188825,1,14261
188825,2,8891
188825,3,6938
188825,4,10132
188826,1,12376
188826,2,10088
188826,3,7292
188826,4,10848
188827,1,13981
188827,2,9791
188827,3,7690
188827,4,10657
188828,1,16512
188828,2,12482
188828,3,8719
188828,4,11708
188829,1,17328
188829,2,13544
188829,3,9523
188829,4,11852
188830,1,16879
188830,2,12818
188830,3,8915
188830,4,11884
188831,1,17949
188831,2,12373
188831,3,9175
188831,4,11451
188832,1,18323
188832,2,13050
188832,3,10051
188832,4,11861
188833,1,21075
188833,2,15722
188833,3,11426
188833,4,12579
188834,1,20971
188834,2,15695
188834,3,11432
188834,4,12673
188835,1,18877
188835,2,14120
188835,3,10486
188835,4,12200
188836,1,19963
188836,2,14597
188836,3,10828
188836,4,12389
188837,1,18417
188837,2,13237
188837,3,10358
188837,4,12486
188838,1,19125
188838,2,13722
188838,3,10415
188838,4,12370
188839,1,18565
188839,2,13590
188839,3,9832
188839,4,12169
188840,1,18145
188840,2,11934
188840,3,9701
188840,4,12493
188841,1,18423
188841,2,13822
188841,3,10666
188841,4,12871
188842,1,18139
188842,2,11856
188842,3,9645
188842,4,11887
188843,1,16604
188843,2,11135
188843,3,8758
188843,4,12057
188844,1,14521
188844,2,10443
188844,3,8550
188844,4,12226
188845,1,15063
188845,2,10002
188845,3,8420
188845,4,12215
188846,1,16922
188846,2,10628
188846,3,8510
188846,4,12296
188847,1,16517
188847,2,9396
188847,3,8501
188847,4,12254
188848,1,17153
188848,2,8975
188848,3,10082
188848,4,13139
188849,1,19298
188849,2,10140
188849,3,9375
188849,4,12722
188850,1,18336
188850,2,11868
188850,3,8397
188850,4,13675
188851,1,19064
188851,2,12571
188851,3,11817
188851,4,14624
188852,1,19322
188852,2,12351
188852,3,10784
188852,4,13816
188853,1,17984
188853,2,12621
188853,3,10131
188853,4,12895
188854,1,19447
188854,2,13444
188854,3,11759
188854,4,13531
188855,1,18555
188855,2,12683
188855,3,11642
188855,4,12421
188856,1,20176
188856,2,13581
188856,3,10622
188856,4,13526
188857,1,18558
188857,2,12596
188857,3,11131
188857,4,12693
188858,1,18950
188858,2,14462
188858,3,12181
188858,4,14440
188859,1,20349
188859,2,14858
188859,3,12410
188859,4,15210
188860,1,19947
188860,2,15290
188860,3,13039
188860,4,15197
188861,1,18255
188861,2,14499
188861,3,12181
188861,4,14429
188862,1,19421
188862,2,13995
188862,3,13166
188862,4,15599
188863,1,17466
188863,2,14796
188863,3,12536
188863,4,15118
188864,1,18914
188864,2,14293
188864,3,12282
188864,4,15232
188865,1,19768
188865,2,15727
188865,3,13120
188865,4,15601
188866,1,20154
188866,2,15330
188866,3,13676
188866,4,15963
188867,1,17949
188867,2,15234
188867,3,13491
188867,4,15889
188868,1,19235
188868,2,15511
188868,3,13199
188868,4,16227
188869,1,18499
188869,2,14900
188869,3,13226
188869,4,16186
188870,1,18102
188870,2,16255
188870,3,13824
188870,4,16441
188871,1,18169
188871,2,14637
188871,3,13203
188871,4,16430
188872,1,18354
188872,2,15668
188872,3,13677
188872,4,15247
188873,1,17319
188873,2,15188
188873,3,14526
188873,4,16968
188874,1,17925
188874,2,15914
188874,3,14419
188874,4,17536
188875,1,19396
188875,2,15387
188875,3,14836
188875,4,17543
188876,1,17870
188876,2,16139
188876,3,14745
188876,4,17304
188877,1,19287
188877,2,15869
188877,3,14145
188877,4,18066
188878,1,20461
188878,2,15294
188878,3,14406
188878,4,18328
188879,1,18374
188879,2,16650
188879,3,16788
188879,4,18717
188880,1,17202
188880,2,16556
188880,3,15713
188880,4,19738
188881,1,19179
188881,2,18057
188881,3,16954
188881,4,19658
188882,1,22099
188882,2,17256
188882,3,14455
188882,4,19819
188883,1,18399
188883,2,17461
188883,3,16911
188883,4,19390
188884,1,18834
188884,2,16751
188884,3,16895
188884,4,19118
188885,1,18975
188885,2,16182
188885,3,16331
188885,4,19340
188886,1,17950
188886,2,16834
188886,3,17596
188886,4,19762
188887,1,17568
188887,2,17320
188887,3,18124
188887,4,19901
188888,1,17381
188888,2,18886
188888,3,17757
188888,4,20838
188889,1,16854
188889,2,17520
188889,3,17690
188889,4,22311
188890,1,15896
188890,2,20343
188890,3,17670
188890,4,21649
188891,1,17342
188891,2,19063
188891,3,18670
188891,4,22245
188892,1,15555
188892,2,18100
188892,3,18850
188892,4,21508
188893,1,16734
188893,2,18777
188893,3,19034
188893,4,21509
188894,1,17065
188894,2,18735
188894,3,19145
188894,4,21682
188895,1,18753
