visit_grid,ses2,distance
114530,1,11574
114530,2,11545
114530,3,11199
114530,4,15364
114531,1,11126
114531,2,11456
114531,3,13948
114531,4,14828
114532,1,11462
114532,2,10473
114532,3,14567
114532,4,14382
114533,1,13890
114533,2,12224
114533,3,15010
114533,4,14986
114534,1,13354
114534,2,12553
114534,3,14592
114534,4,14821
114535,1,13014
114535,2,11911
114535,3,14047
114535,4,15183
114536,1,12725
114536,2,10597
114536,3,14187
114536,4,14621
114537,1,13172
114537,2,11628
114537,3,13132
114537,4,14847
114538,1,11408
114538,2,9413
114538,3,13192
114538,4,14356
114539,1,11056
114539,2,10118
114539,3,12740
114539,4,14890
114540,1,11196
114540,2,9802
114540,3,11065
114540,4,14428
114541,1,11165
114541,2,10454
114541,3,12162
114541,4,13853
114542,1,10788
114542,2,9089
114542,3,12147
114542,4,13544
114543,1,10253
114543,2,9519
114543,3,11857
114543,4,13642
114544,1,9609
114544,2,9126
114544,3,11859
114544,4,13559
114545,1,9815
114545,2,9501
114545,3,12673
114545,4,13971
114546,1,11133
114546,2,10568
114546,3,12081
114546,4,14061
114547,1,9075
114547,2,9479
114547,3,14226
114547,4,13199
114548,1,9888
114548,2,8806
114548,3,12502
114548,4,13345
114549,1,11551
114549,2,10271
114549,3,12984
114549,4,12957
114550,1,13050
114550,2,11360
114550,3,14580
114550,4,13772
114551,1,14354
114551,2,12309
114551,3,14551
114551,4,14129
114552,1,14252
114552,2,11817
114552,3,14614
114552,4,13876
114553,1,13631
114553,2,12107
114553,3,14952
114553,4,14060
114554,1,11846
114554,2,10979
114554,3,13702
114554,4,13441
114555,1,10216
114555,2,10486
114555,3,13013
114555,4,13629
114556,1,10353
114556,2,8512
114556,3,14588
114556,4,14057
114557,1,10019
114557,2,9579
114557,3,13302
114557,4,13059
114558,1,11055
114558,2,10093
114558,3,14184
114558,4,13354
114559,1,12993
114559,2,10861
114559,3,13651
114559,4,13597
114560,1,14750
114560,2,12261
114560,3,14455
114560,4,13955
114561,1,14798
114561,2,12707
114561,3,14609
114561,4,13982
114562,1,14075
114562,2,11437
114562,3,14208
114562,4,13658
114563,1,12189
114563,2,10480
114563,3,13158
114563,4,12972
114564,1,11138
114564,2,10110
114564,3,13067
114564,4,13629
114565,1,9393
114565,2,8152
114565,3,12068
114565,4,12642
114566,1,8984
114566,2,8205
114566,3,10799
114566,4,13498
114567,1,7831
114567,2,7610
114567,3,11980
114567,4,13459
114568,1,9344
114568,2,8464
114568,3,11386
114568,4,12755
114569,1,9548
114569,2,8833
114569,3,12239
114569,4,12941
114570,1,10552
114570,2,9745
114570,3,12338
114570,4,13293
114571,1,10541
114571,2,9395
114571,3,12643
114571,4,13490
114572,1,14176
114572,2,11409
114572,3,14122
114572,4,13660
114573,1,13036
114573,2,11040
114573,3,13517
114573,4,13736
114574,1,12894
114574,2,10359
114574,3,14066
114574,4,13877
114575,1,12993
114575,2,10936
114575,3,14462
114575,4,13977
114576,1,11958
114576,2,10686
114576,3,14447
114576,4,14281
114577,1,12333
114577,2,10495
114577,3,14095
114577,4,14037
114578,1,14336
114578,2,11682
114578,3,15021
114578,4,14271
114579,1,12544
114579,2,10222
114579,3,14191
114579,4,13764
114580,1,13659
114580,2,10930
114580,3,14607
114580,4,14509
114581,1,13715
114581,2,10846
114581,3,14438
114581,4,14282
114582,1,12959
114582,2,10386
114582,3,14133
114582,4,14262
114583,1,12534
114583,2,10541
114583,3,13815
114583,4,14019
114584,1,12875
114584,2,10487
114584,3,13513
114584,4,14195
114585,1,12777
114585,2,10425
114585,3,14037
114585,4,14183
114586,1,14589
114586,2,11250
114586,3,14841
114586,4,14748
114587,1,13807
114587,2,11292
114587,3,14487
114587,4,14901
114588,1,13392
114588,2,10869
114588,3,14563
114588,4,14979
114589,1,14679
114589,2,11208
114589,3,14980
114589,4,14874
114590,1,16008
114590,2,12346
114590,3,15171
114590,4,15480
114591,1,16261
114591,2,12755
114591,3,15863
114591,4,15553
114592,1,18194
114592,2,14458
114592,3,17142
114592,4,16317
114593,1,15718
114593,2,12891
114593,3,15881
114593,4,15625
114594,1,13128
114594,2,10360
114594,3,14684
114594,4,15765
114595,1,11794
114595,2,9357
114595,3,14571
114595,4,15339
114596,1,12289
114596,2,9325
114596,3,13995
114596,4,15631
114597,1,13753
114597,2,10806
114597,3,14561
114597,4,16646
114598,1,16347
114598,2,12492
114598,3,16020
114598,4,16332
114599,1,15556
114599,2,11665
114599,3,15948
114599,4,16803
114600,1,13793
114600,2,10373
114600,3,14554
114600,4,15796
114601,1,12462
114601,2,10056
114601,3,14430
114601,4,16895
114602,1,14847
114602,2,11771
114602,3,15819
114602,4,17003
114603,1,16396
114603,2,13056
114603,3,17179
114603,4,17605
114604,1,16930
114604,2,13810
114604,3,17417
114604,4,17549
114605,1,15782
114605,2,13573
114605,3,17375
114605,4,17515
114606,1,16702
114606,2,13821
114606,3,17567
114606,4,17891
114607,1,18846
114607,2,15920
114607,3,18818
114607,4,18486
114608,1,15287
114608,2,12163
114608,3,16499
114608,4,17799
114609,1,14832
114609,2,11977
114609,3,16632
114609,4,17657
114610,1,14920
114610,2,12407
114610,3,17123
114610,4,18293
114611,1,14951
114611,2,12522
114611,3,17547
114611,4,18411
114612,1,15717
114612,2,13364
114612,3,17786
114612,4,18576
114613,1,14273
114613,2,11990
114613,3,16772
114613,4,18393
114614,1,13859
114614,2,11854
114614,3,15028
114614,4,18478
114615,1,13960
114615,2,11514
114615,3,17248
114615,4,19720
114616,1,17098
114616,2,13608
114616,3,18132
114616,4,19585
114617,1,17214
114617,2,14397
114617,3,19009
114617,4,19764
114618,1,17970
114618,2,15271
114618,3,19608
114618,4,19793
114619,1,15747
114619,2,13047
114619,3,18442
114619,4,20824
114620,1,15388
114620,2,13966
114620,3,19525
114620,4,20015
114621,1,15291
114621,2,13646
114621,3,19781
114621,4,21147
114622,1,17181
114622,2,15352
114622,3,19321
114622,4,20453
114623,1,15486
114623,2,14536
114623,3,19463
114623,4,21114
114624,1,14488
114624,2,13381
114624,3,18176
114624,4,21771
114625,1,14621
114625,2,14496
114625,3,20420
114625,4,21344
114626,1,14357
114626,2,14745
114626,3,18913
114626,4,21264
114627,1,15634
114627,2,15033
114627,3,20682
114627,4,21760
114628,1,15227
114628,2,14854
114628,3,20818
114628,4,21840
114629,1,16440
114629,2,15654
114629,3,20171
114629,4,21273
114630,1,16544
114630,2,16985
114630,3,21678
114630,4,21661
114631,1,14943
114631,2,15573
114631,3,20368
114631,4,22073
114632,1,16885
114632,2,16637
114632,3,20951
114632,4,21879
114633,1,15201
114633,2,16438
114633,3,21738
114633,4,22180
114634,1,16098
114634,2,16905
114634,3,21802
114634,4,22776
114635,1,14058
114635,2,15858
114635,3,21331
114635,4,22155
114636,1,13842
114636,2,15666
114636,3,20120
114636,4,22291
114637,1,13494
114637,2,17082
114637,3,20832
114637,4,22187
114638,1,12918
114638,2,16676
114638,3,21378
114638,4,23586
114639,1,12406
114639,2,15731
114639,3,22023
114639,4,22810
114640,1,11747
114640,2,16991
114640,3,18602
114640,4,24123
114641,1,10905
114641,2,16216
114641,3,19294
114641,4,22978
114642,1,15319
114642,2,18705
114642,3,21625
114642,4,24139
114643,1,12770
114643,2,17109
114643,3,22854
114643,4,24440
114644,1,12687
114644,2,15375
114644,3,21107
114644,4,26287
114645,1,13755
114645,2,18460
114645,3,22216
114645,4,25243
114646,1,11799
114646,2,17133
114646,3,17900
114646,4,26729
114647,1,11846
114647,2,16393
114647,3,24586
114647,4,25103
114648,1,11376
114648,2,13449
114648,3,18154
114648,4,25754
114649,1,11924
114649,2,15889
114649,3,24040
114649,4,25353
114650,1,11219
114650,2,17659
114650,3,27450
114650,4,26251
114651,1,9805
114651,2,17947
114651,3,17884
114651,4,27706
114652,1,12437
114652,2,16635
114652,3,30037
114652,4,27527
114653,1,13344
114653,2,16035
114653,3,21325
114653,4,25887
114654,1,14119
114654,2,14890
114654,3,27706
114654,4,25575
114655,1,14958
114655,2,17390
114655,3,26451
114655,4,31362
115190,1,11233
115190,2,25624
115190,3,21725
115190,4,24805
115191,1,14158
115191,2,23128
115191,3,23045
115191,4,24075
115192,1,12683
115192,2,21648
115192,3,23128
115192,4,24816
115193,1,14284
115193,2,22350
115193,3,23630
115193,4,24109
115194,1,14443
115194,2,21848
115194,3,23839
115194,4,23721
115195,1,13798
115195,2,21650
115195,3,24087
115195,4,23209
115196,1,13931
115196,2,20233
115196,3,23300
115196,4,22655
115197,1,12978
115197,2,20186
115197,3,22169
115197,4,22499
115198,1,12819
115198,2,19955
115198,3,21506
115198,4,21938
115199,1,11842
115199,2,19568
115199,3,21304
115199,4,21661
115200,1,12816
115200,2,18638
115200,3,21071
115200,4,21644
115201,1,13695
115201,2,19795
115201,3,20709
115201,4,22278
115202,1,15013
115202,2,19876
115202,3,21589
115202,4,21833
115203,1,15165
115203,2,20500
115203,3,21463
115203,4,22012
115204,1,14866
115204,2,20134
115204,3,21176
115204,4,21311
115205,1,13760
115205,2,20231
115205,3,20888
115205,4,21139
115206,1,15578
115206,2,19619
115206,3,21473
115206,4,21412
115207,1,16248
115207,2,20615
115207,3,21728
115207,4,21034
115208,1,14946
115208,2,18791
115208,3,20597
115208,4,21072
115209,1,9831
115209,2,17337
115209,3,20298
115209,4,20575
115210,1,8122
115210,2,15747
115210,3,19729
115210,4,20261
115211,1,9158
115211,2,19180
115211,3,18754
115211,4,20546
115212,1,12787
115212,2,18118
115212,3,20079
115212,4,20056
115213,1,13622
115213,2,18285
115213,3,19332
115213,4,20071
115214,1,12262
115214,2,16661
115214,3,19173
115214,4,19928
115215,1,13096
115215,2,16348
115215,3,19378
115215,4,19634
115216,1,11332
115216,2,16203
115216,3,18294
115216,4,19069
115217,1,12424
115217,2,16817
115217,3,19532
115217,4,19329
115218,1,10562
115218,2,15756
115218,3,18127
115218,4,18799
115219,1,9965
115219,2,15999
115219,3,17865
115219,4,18044
115220,1,10276
115220,2,15877
115220,3,17569
115220,4,18147
115221,1,12252
115221,2,15378
115221,3,17756
115221,4,18286
115222,1,11751
115222,2,17081
115222,3,18152
115222,4,17788
115223,1,12463
115223,2,16224
115223,3,18589
115223,4,18050
115224,1,9903
115224,2,14782
115224,3,17610
115224,4,17611
115225,1,9092
115225,2,16055
115225,3,16990
115225,4,17116
115226,1,9418
115226,2,12849
115226,3,16745
115226,4,16667
115227,1,8505
115227,2,13555
115227,3,16511
115227,4,16539
115228,1,10422
115228,2,12490
115228,3,18414
115228,4,17398
115229,1,10259
115229,2,12672
115229,3,15282
115229,4,18412
115230,1,9770
115230,2,12359
115230,3,14353
115230,4,17688
115231,1,9164
115231,2,12286
115231,3,18480
115231,4,16497
115232,1,10292
115232,2,11064
115232,3,14157
115232,4,15444
115233,1,8778
115233,2,11352
115233,3,13601
115233,4,16102
115234,1,9921
115234,2,10931
115234,3,13982
115234,4,14758
115235,1,9191
115235,2,11521
115235,3,12054
115235,4,16134
115236,1,8933
115236,2,14950
115236,3,13356
115236,4,16978
115237,1,10143
115237,2,11881
115237,3,13004
115237,4,14180
115238,1,9632
115238,2,12432
115238,3,13286
115238,4,15435
115239,1,9445
115239,2,10212
115239,3,13390
115239,4,16143
115240,1,11371
115240,2,10633
115240,3,13247
115240,4,14887
115241,1,9388
115241,2,10173
115241,3,11881
115241,4,14259
115242,1,12247
115242,2,10405
115242,3,14265
115242,4,15530
115243,1,9435
115243,2,10639
115243,3,14573
115243,4,15079
115244,1,9784
115244,2,11856
115244,3,13634
115244,4,15419
115245,1,10775
115245,2,10406
115245,3,11141
115245,4,15455
115246,1,10991
115246,2,11424
115246,3,14328
115246,4,14749
115247,1,11874
115247,2,11493
115247,3,13816
115247,4,14855
115248,1,12876
115248,2,12488
115248,3,14343
115248,4,14767
115249,1,14434
115249,2,12871
115249,3,15274
115249,4,14759
115250,1,12902
115250,2,12126
115250,3,13573
115250,4,14352
115251,1,12980
115251,2,10796
115251,3,13685
115251,4,14216
115252,1,12920
115252,2,10268
115252,3,13854
115252,4,14522
115253,1,11734
115253,2,9209
115253,3,13132
115253,4,14199
115254,1,10748
115254,2,9387
115254,3,13673
115254,4,13882
115255,1,10588
115255,2,8536
115255,3,11413
115255,4,13230
115256,1,10036
115256,2,8964
115256,3,11489
115256,4,13303
115257,1,11311
115257,2,9580
115257,3,12191
115257,4,14663
115258,1,9613
115258,2,8885
115258,3,12012
115258,4,13282
115259,1,9611
115259,2,8676
115259,3,10970
115259,4,12581
115260,1,11068
115260,2,9024
115260,3,11860
115260,4,13365
115261,1,10214
115261,2,9848
115261,3,12471
115261,4,13874
115262,1,10050
115262,2,9938
115262,3,12017
115262,4,13131
115263,1,9912
115263,2,9217
115263,3,12860
115263,4,14169
115264,1,12158
115264,2,9861
115264,3,12940
115264,4,13141
115265,1,14837
115265,2,12381
115265,3,14058
115265,4,13656
115266,1,13072
115266,2,11348
115266,3,13333
115266,4,13320
115267,1,13722
115267,2,11921
115267,3,14127
115267,4,13568
115268,1,11376
115268,2,9990
115268,3,12317
115268,4,13258
115269,1,11350
115269,2,11185
115269,3,12562
115269,4,12805
115270,1,10222
115270,2,10160
115270,3,12518
115270,4,13383
115271,1,11346
115271,2,11653
115271,3,13125
115271,4,13613
115272,1,12997
115272,2,11447
115272,3,14207
115272,4,13519
115273,1,12523
115273,2,10782
115273,3,12691
115273,4,13292
115274,1,13523
115274,2,11316
115274,3,13953
115274,4,13382
115275,1,14869
115275,2,12024
115275,3,14132
115275,4,13467
115276,1,13700
115276,2,10631
115276,3,13892
115276,4,13222
115277,1,10892
115277,2,9400
115277,3,12910
115277,4,12793
115278,1,9538
115278,2,8920
115278,3,11197
115278,4,12430
115279,1,8419
115279,2,8228
115279,3,11759
115279,4,11933
115280,1,8913
115280,2,8768
115280,3,10920
115280,4,12003
115281,1,8860
115281,2,7907
115281,3,11636
115281,4,12556
115282,1,8756
115282,2,7570
115282,3,9460
115282,4,12472
115283,1,8515
115283,2,7968
115283,3,12604
115283,4,12891
115284,1,10460
115284,2,9066
115284,3,12871
115284,4,13532
115285,1,10892
115285,2,9873
115285,3,11989
115285,4,12855
115286,1,13475
115286,2,10344
115286,3,13455
115286,4,13464
115287,1,11118
115287,2,9745
115287,3,12202
115287,4,13032
115288,1,10994
115288,2,9675
115288,3,13171
115288,4,13431
115289,1,9878
115289,2,8851
115289,3,12444
115289,4,13437
115290,1,12392
115290,2,9629
115290,3,13404
115290,4,13097
115291,1,9112
115291,2,9226
115291,3,13679
115291,4,13482
115292,1,10959
115292,2,9823
115292,3,13594
115292,4,14109
115293,1,10143
115293,2,9087
115293,3,13471
115293,4,13239
115294,1,10782
115294,2,8831
115294,3,12904
115294,4,13957
115295,1,10280
115295,2,9165
115295,3,13222
115295,4,13482
115296,1,12069
115296,2,9402
115296,3,13360
115296,4,13670
115297,1,12424
115297,2,10324
115297,3,13734
115297,4,13993
115298,1,10964
115298,2,9274
115298,3,12986
115298,4,13835
115299,1,11481
115299,2,9693
115299,3,13069
115299,4,14120
115300,1,10984
115300,2,9302
115300,3,13217
115300,4,13948
115301,1,11810
115301,2,9837
115301,3,13929
115301,4,14104
115302,1,11080
115302,2,9208
115302,3,13131
115302,4,14596
115303,1,12339
115303,2,9827
115303,3,13016
115303,4,13909
115304,1,14902
115304,2,11714
115304,3,14860
115304,4,14970
115305,1,15423
115305,2,12050
115305,3,14861
115305,4,14858
115306,1,15206
115306,2,11881
115306,3,15457
115306,4,15550
115307,1,13756
115307,2,10650
115307,3,14576
115307,4,15158
115308,1,11520
115308,2,8733
115308,3,14074
115308,4,15186
115309,1,11220
115309,2,9067
115309,3,13676
115309,4,15254
115310,1,12359
115310,2,9557
115310,3,13664
115310,4,15195
115311,1,14104
115311,2,10929
115311,3,15260
115311,4,16201
115312,1,16481
115312,2,12658
115312,3,15972
115312,4,16481
115313,1,15326
115313,2,11611
115313,3,15180
115313,4,16300
115314,1,14504
115314,2,10662
115314,3,14275
115314,4,15870
115315,1,12574
115315,2,9342
115315,3,14662
115315,4,16167
115316,1,13223
115316,2,8616
115316,3,14697
115316,4,15767
115317,1,12881
115317,2,10585
115317,3,14505
115317,4,16362
115318,1,14512
115318,2,10886
115318,3,15192
115318,4,16682
115319,1,14767
115319,2,11779
115319,3,16025
115319,4,17234
115320,1,16426
115320,2,13663
115320,3,17055
115320,4,17435
115321,1,16874
115321,2,14158
115321,3,16940
115321,4,17080
115322,1,15065
115322,2,12329
115322,3,15779
115322,4,17269
115323,1,15811
115323,2,12752
115323,3,16413
115323,4,17522
115324,1,14723
115324,2,11870
115324,3,16203
115324,4,17308
115325,1,15158
115325,2,12049
115325,3,16264
115325,4,18152
115326,1,13502
115326,2,10889
115326,3,16300
115326,4,17422
115327,1,13871
115327,2,10321
115327,3,15772
115327,4,18004
115328,1,13219
115328,2,10353
115328,3,17124
115328,4,18624
115329,1,15276
115329,2,12403
115329,3,17473
115329,4,18566
115330,1,17047
115330,2,14105
115330,3,18538
115330,4,19222
115331,1,14909
115331,2,12943
115331,3,16893
115331,4,19485
115332,1,16587
115332,2,14384
115332,3,18618
115332,4,19606
115333,1,16839
115333,2,14660
115333,3,18948
115333,4,20147
